Ticker,Date,Instrument,Total Debt,Total Assets,Leverage
CARR.PA,2023-06-30,CARR.PA,19081000000,56558000000.0,0.3373704869337671
CARR.PA,2023-09-30,CARR.PA,19081000000,56558000000.0,0.3373704869337671
CARR.PA,2023-12-31,CARR.PA,19081000000,56558000000.0,0.3373704869337671
CARR.PA,2024-03-31,CARR.PA,20028000000,56171000000.0,0.3565540937494437
CARR.PA,2024-06-30,CARR.PA,20028000000,56171000000.0,0.3565540937494437
CARR.PA,2024-09-30,CARR.PA,20028000000,56171000000.0,0.3565540937494437
CARR.PA,2024-12-31,CARR.PA,20028000000,56171000000.0,0.3565540937494437
ORK.OL,2022-03-31,ORK.OL,14334000000,70564000000.0001,0.2031347429284051
ORK.OL,2022-06-30,ORK.OL,14334000000,70564000000.0001,0.2031347429284051
ORK.OL,2022-09-30,ORK.OL,14334000000,70564000000.0001,0.2031347429284051
ORK.OL,2022-12-31,ORK.OL,14334000000,70564000000.0001,0.2031347429284051
ORK.OL,2023-03-31,ORK.OL,19102000000,80671000000.0,0.2367889328259226
ORK.OL,2023-06-30,ORK.OL,19102000000,80671000000.0,0.2367889328259226
ORK.OL,2023-09-30,ORK.OL,19102000000,80671000000.0,0.2367889328259226
ORK.OL,2023-12-31,ORK.OL,19102000000,80671000000.0,0.2367889328259226
ORK.OL,2024-03-31,ORK.OL,20774000000,86591999999.9999,0.23990668883961597
ORK.OL,2024-06-30,ORK.OL,20774000000,86591999999.9999,0.23990668883961597
ORK.OL,2024-09-30,ORK.OL,20774000000,86591999999.9999,0.23990668883961597
ORK.OL,2024-12-31,ORK.OL,20774000000,86591999999.9999,0.23990668883961597
JMT.LS,2022-03-31,JMT.LS,2847000000,10368000000.0,0.2745949074074074
JMT.LS,2022-06-30,JMT.LS,2847000000,10368000000.0,0.2745949074074074
JMT.LS,2022-09-30,JMT.LS,2847000000,10368000000.0,0.2745949074074074
JMT.LS,2022-12-31,JMT.LS,2847000000,10368000000.0,0.2745949074074074
JMT.LS,2023-03-31,JMT.LS,3148000000,11845000000.0,0.265766146053187
JMT.LS,2023-06-30,JMT.LS,3148000000,11845000000.0,0.265766146053187
JMT.LS,2023-09-30,JMT.LS,3148000000,11845000000.0,0.265766146053187
JMT.LS,2023-12-31,JMT.LS,3148000000,11845000000.0,0.265766146053187
JMT.LS,2024-03-31,JMT.LS,4148000000,14297000000.0,0.2901307966706302
JMT.LS,2024-06-30,JMT.LS,4148000000,14297000000.0,0.2901307966706302
JMT.LS,2024-09-30,JMT.LS,4148000000,14297000000.0,0.2901307966706302
JMT.LS,2024-12-31,JMT.LS,4148000000,14297000000.0,0.2901307966706302
SBRY.L,2022-03-31,SBRY.L,6938000000,25260000000.0,0.2746634996041172
SBRY.L,2022-06-30,SBRY.L,7382000000,26912000000.0,0.27430142687277054
SBRY.L,2022-09-30,SBRY.L,7382000000,26912000000.0,0.27430142687277054
SBRY.L,2022-12-31,SBRY.L,7382000000,26912000000.0,0.27430142687277054
SBRY.L,2023-03-31,SBRY.L,7382000000,26912000000.0,0.27430142687277054
SBRY.L,2023-06-30,SBRY.L,7145000000,26158000000.0,0.2731477941738665
SBRY.L,2023-09-30,SBRY.L,7145000000,26158000000.0,0.2731477941738665
SBRY.L,2023-12-31,SBRY.L,7145000000,26158000000.0,0.2731477941738665
